,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
107,PCT/IB2010/002504,WO2011/039629,22-09-2010,"Bioactive fraction of Petiveria alliacea,pharmaceutical composition containing same, and combination with immunostimulants for treating cancer "," Pontificia Universidad Javeriana


",Research Organisation,Colombia," Florentino gomez , Susana, CIFUENTES BARRETO, Maria Claudia, HERNANDEZ MONTAÑO, John, Fredy, SANTANDER GONZALEZ, Sandra, Paola, URUEÑA PINZON, Claudia, Patricia, CASTAÑEDA UVAJOA, Diana Mercedes
",Colombia,Composition of the raw materials used ,Bioactive fraction,Petivería alliacea,Cancer,Y,-,07.04.2011,"A61K 36/185 , A61P 35/00 "
108,PCT/IB2010/003482,WO2011/080593 ,30-12-2010,Material and method for prevention and treatment of Viral Infection ," BAGI Research Limited, Versitech Limited



",Company,China,"Lau, Allan, Sik-Yin, YANG, Lai, Hung, Cindy, LAW, Anna, Hing-Yee",China,Preventing the disease,Oral administration of prodrug, Fructus fυrsythiae,Viral infection.,Y,22.11.2017,07.07.2011,"A61K 31/7048 , A61K 31/7032 ,A61K 31/215 , A61K 31/192 ,A61K 36/899 , A61K 36/634 ,A61K 36/538  A61K 36/534 ,A61K 36/484 , A61K 36/48 ,A61K 36/35 , A61K 36/34 ,A61K 36/28 , A61P 31/16 "
109,PCT/KR2010/000107,WO2011/055881,01-07-2010,Composition for preventing and treating Influenza-Virus-Induced diseases ," Korea Institute of Oriental Medicine



",Research Organisation,Korea,"Ma, Jin Yeul, UM, Young Ran, LEE, Ji Hye",Korea,"Safe for humans, and can be used to prevent, treat, and alleviate symptoms of diseases induced by various strains of influenza viruses.","Oral, rectal or intravenous, intramuscular, subcutaneous, can be administered by intrauterine dura mater injection, or in brain blood vessels","Angelica, peony, yeongyo, bakhayeop, ephedra, Glauber's salt, rhubarb, gypsum, gilgyeong golden baekchul, sanchija, mold opening, ginger,  licorice, EK, honeysuckle",Influenza viruses.,Y,17.12.2014,12.05.2011,"A61K 36/234 ,A61P 31/16 ,A61K 36/238 , A23L 1/30 ,A61K 36/232  ,A61K 36/65 ,A61K 36/634  ,A61K 36/534,A61K 36/17, A61K 36/28 ,A61K 36/708 , A61K 36/346 ,
A61K 36/539 , A61K 36/284 ,A61K 36/744 , A61K 36/538 ,A61K 36/9068 , A61K 36/484 ,A61K 36/296, A61K 36/355 ,A61K 36/69"
110,PCT/KR2010/000107,WO2011/055881,01-07-2010,Composition for preventing and treating Influenza-Virus-Induced diseases ," Korea Institute of Oriental Medicine



",Research Organisation,Korea,"Ma, Jin Yeul,UM, Young Ran, LEE, Ji Hye",Korea,"Safe for humans, and can be used to prevent, treat, and alleviate symptoms of diseases induced by various strains of influenza viruses.","Oral, rectal or intravenous, intramuscular, subcutaneous, can be administered by intrauterine dura mater injection, or in brain blood vessels","Angelica, peony, yeongyo, bakhayeop, ephedra, Glauber's salt, rhubarb, gypsum, gilgyeong golden baekchul, sanchija, mold opening, ginger,  licorice, EK, honeysuckle",Influenza viruses.,Y,-,12.05.2011,"A61K 36/234 ,A61P 31/16,A61K 36/238 ,A23L 1/30"
111,12164322.5,EP000002491938A1,23-12-2005,Formulations for well-being," Dolphst Pty Ltd

",Company,Australia," Phillips, Jon Noosa Heads",Australia,Effective formulation for well being,Powder," Polygonum multiflorum, Panax quinquefolium, Gingko biloba, and Equisetum arvense",Human health and well-being,Y,-,29.08.2012,"A61K 36/258, A61K 36/16,A61K 36/00, A61K 36/704,A61P 39/00"
112,12161057,EP000002491936B1,30-06-2005,Composition and method for the treatment of asthma symptoms," Azmazin Inc.

",Company,"United States ,Malaysia"," Baek, Sung H.
",United States ,Effective and simple and easy to use.,Oral administration of prodrug,"Platycodi Radix, Poria Cocos, Ligustici Wallichii Rhizoma, Auranti Fructus, Bupleuri Radix, Peucedani Radix, Menthe Herba, Schizonepetae Herba, Sileris Radix, Forsythia Fructus, Ginseng Radix, Notoptergii Rhizoma et Radix, Angelicae Pubescentis Radix, Glycyrrhizae Radix, Zingiberis Recens Rhizoma, Angelicae Radix, Trichosanthis Radix, Atractylodis Alba Rhizoma, Fritillariae Bulbus, Scutellariae Radix, Rhei Rhizoma et Radix, Citri Reticulatae Percarpium, and Massa Medicata Fermentata",Asthma,Y,24.06.2015,29.08.2012,A61K 36/00 
113,11154314.6,EP000002486932A1,14-02-2011,Herb extract for cognitive health benefit," Unilever N.V.

 ",Company,Netherlands,The designation of the inventor has not yet been filed,-,"Synergistic expression of neuritis, with significantly lower toxicity.",Ingesting a daily dose of 50 mg to 2 g of the combination.,Terminalia chebula and Terminalia bellerica,Cognitive function ,Y,-,15.08.2012,"A61K 36/185, A61P 25/00"
114,12162723.6,EP000002484345B1,11-03-2006, Herbal composition for weight management," InQpharm Group Sdn Bhd



",Company,Malaysia," Samuel, Philip, Pescatore, Fred","India,United States","Reducing type 2 diabetes, hypertension and coronary heart disease","The herbal composition is administered between 30 and 60 minutes before a meal, or between 2 hours and 30 minutes before one or more meals within a day.","Garcinia extract, Green tea extract, Green coffee extract and Banaba extract",Body weight,Y,26.02.2014,08.08.2012,"A61K 9/20  ,A61K 36/38 ,A61K 36/185,  A61K 36/82 ,A61K 36/74 "
115,PCT/CN2011/000545,WO2011/160420,30-03-2011,Green Milk," Xu, Xinyue Hangzhou
",Individual,China," Xu, Xinyue,Hangzhou",China,Composition of the raw materials used ,The composition of raw materials are added to milk and orally taken,"Large grass powder barley, wheat , barley , buckwheat , black , barley, oat , wild oat flour",Anti-cancer,N,-,29.12.2011,A23C 9/152
116,12164197.1,EP000002481389B1,20-12-2005,"Formulations and treatments for trichology
"," Dolphst Pty Ltd

 
",Company,Australia," Phillips, Jon",Australia,Composition of the raw materials used ,Powder, Polygonum multiflorum;- an extract from Gingko biloba;- an extract from Equisetum arvense;- an extract from Panax quinquefolium;,Alopecia.,Y,04.05.2016,01.08.2012,A61K 6/00 
117,PCT/CN2009/073664,WO2011/026267,09-01-2009,"Anthiphlogistic,Antioncotic and Analgesic chinese herbal composition preparative method and usage thereof "," Uni-president Biotech Co., Ltd.



",Company,China," Wu Tianshung, CHOU, Tai-ting",China,"Antiphlogistic,antioncotic,analgesic composition","Herbal creams to ointments, aqueous gel and a cream","Rhizoma Bletillae, Cortex Cinnamomi, Radix Angelicae Formosanae, Radix Angelicae Sinensis, Radix Paeoniae Rubra, Rhizoma Notopterygii, Radix Linderae, Radix Glycyrrhizae, Radix Angelicae Pubescentis and Radix Et Rhizoma Rhei",Anti-inflammatory swelling and pain,Y,05.11.2014,10.03.2011,"A61K 36/9068 , A61K 36/898,A61K 36/71  ,A61K 36/708 ,A61K 36/54  ,A61K 36/484 ,A61K 36/328  ,A61K 36/324 ,A61K 36/237 , A61K 36/232 ,A61K 31/7048 , A61K 31/704 ,
A61K 31/37 , A61K 31/366 ,A61K 31/19 , A61K 31/12 ,A61K 31/11 , A61K 9/06 ,A61K 9/107 , A61K 9/12 ,A61P 29/00 "
118,PCT/CN2009/072537,WO2011/000150,30-06-2009,A medicinal composition for the treatment of Bronchitis and preparation thereof ,"Hebei Yiling Medicine Research Institute Co., Ltd.


",Company,China," Wu , Yiling, ZHANG, Yongfeng, XU, Honghui, LI, Xiaoyan, JI, Xueli, WU, Xiaoli, WANG, Chao, LI, Yunpeng, WANG, Meng

",China,Has a good therapeutic efficacy on bronchitis.,"The pharmaceutical composition is in a dosage form of hard capsule, tablet, powder, oral liquid, soft capsule, pill, tincture, syrup, suppository, gel, spray, or injection.","Pericarpium Citri, Rhizoma Pinelliae, Radix Asteris, Flos Farfarae, Poria, Rhizoma Atractylodis Macrocephalae, Semen Armeniacae Amarum, Fructus Perillae, Semen Sinapis Albae, Radix Scutellariae, Ramulus Cinnamomi, Seme Raphani, Fructus Forsythiae, Herba Houttuyniae, and Radix Glycyrrhizae",Bronchitis,Y,-,06.01.2011 ,"A61K 36/8888 , A61K 36/78,A61K 36/752,  A61K 36/736 ,A61K 36/634  ,A61K 36/54,A61K 36/539 ,A61K 36/535 ,A61K 36/484 , A61K 36/31 ,A61K 36/284  ,A61K 36/28 ,A61K 36/076  A61P 11/06 ,A61P 11/08  ,A61K 36/73 ,A61K 36/888 , A61K 36/185 "
119,PCT/IB2010/001722,WO2011/001283,28-06-2010,Composition and method for reducing food intake ," Natures Remedies Ltd.


",Company,United Kingdom,"Halford , Jason, Christian Grovenor, JARMAN, Trevor, Rodney
",United Kingdom,High metabolic rate,Food supplement,"Buchu,ginseng,kola,guarana,paraguay,damiana",Suppressing appetite,Y,25.10.2017,06.01.2011,"A61K 31/733  ,A61K 36/77 ,A61K 36/185  ,A61P 3/04 ,A61K 36/258 "
120,PCT/CN2010/000983,WO2011/000218,30-06-2010,Compositions containing berberine or analogs thereof for treating Rosacea or Red face related skin disorders ," Derman Biomedicine Co. Ltd.



",Company,Taiwan," Hung , Shuen-lu, CHUNG, Wen-Hung, CHANG, Tse-Wen",Taiwan,Effective and simple ,Topical formulation are applied on the lesion,"Chinese goldthread,Fibrarurea Tinctoria Lour",Rosacea or red face related skin disorders ,Y,14.09.2016,06.01.2011,"A61K 31/4375,  A61K 9/00 ,A61K 9/06  ,A61K 9/08 ,A61P 17/00 , A61P 17/06 ,A61P 17/08 , A61K 45/06 "
121,12000319.9,EP000002443938A2,19-02-2009,A soluble coffee beverage and method of making same,"Starbucks Corporation d.b.a Starbuck  Coffee Company



",Company,United states,"Robinson, Urano A, Da Cruz, Marcio J.",United states,"Good taste,odor of beverage ",Beverages,Coffee extract ,-,Y,-,25.04.2012,"A23F 5/40, A23F 5/46"
122,PCT/KR2010/003530,WO2010/140832,06-01-2010,Pharmaceutical composition containing herbal extract for preventing or treating Nephritis ,"Ahn-Gook Pharmaceutical Co., Ltd.

",Company,Korea," Auh, Jin, KIM, Chang-Hwan, HAN, Chang-Kyun, YEON, Sung-Hum, CHOE, Seung-In, SHIN, Young-June, HAN, Dong-Oh, CHANG, Soo-Im, LEE, Ji-Hye, LEE, Jun-Seok, KWAK, Ho-ung,MOON, Hyo-Jin, LEE, Jong-Wook, KIM, Sung-Min Suwon-si
",Korea,"Composition consist of natural components ,no side effects",Pharmaceutical composition is in form of extract,"Crataegus oxyacantha, Cinnamomum cassia Blume, Prunella vulgaris and Equiseti Herba",Nephritis,Y,22.02.2017,09.12.2010,"A61K 36/73,  A61P 13/12 ,A61K 36/54 , A61K 36/734 ,A61K 36/11 , A61K 36/536 "
123,PCT/IN2010/000359,WO2010/140165,12-09-2010,A Novel Antidiabetic Furostanolic Saponin Rich  (FSR) fraction from fenugreek seeds ," Goel, Kumar Pawan

",Individual,India," Goel, Kumar Pawan
",India,Controlling glucose level,Two weeks of oral treatment,Fenugreek,Diabetic,N,21.10.2015,28.05.2010,"A61K 36/48 , A61P 3/10 "
124,PCT/JP2010/051701,WO2010/109961,02-05-2010,Burdock fruit extract containing arctigenin at high content and process for producing same ," Kracie Pharma  Ltd, National Cancer Center, National University Corporation University Of Toyama


","Company,Research Organisation",Japan,"Yamamoto  Keiichi, OKUBO Toshiki, YOMODA Satoshi, ESUMI Hiroyasu, MIYOSHI Chika, KADOTA Shigetoshi
",Japan,Contains natural components,Hard capsule or soft capsule.,Burdock,Pancreatic cancer,Y,-,30.09.2010,"A61K 36/28 ,A61K 9/14,A61K 9/19, A61K 31/365,A61K 47/36, A61P 1/18,A61P 35/00, C07D 307/33"
125,PCT/IB2010/000687,WO2010/109318A1,26-03-2010,Herbal extract of Casia tora leaves for use in the treatment of anxiety disorders,"Council of Scientific & Industrial Research


",Research Organisation,India,"Rathod , Meena, Rajnikant, SHETHIA, Bhupendra, Dhanvantrai,PANDYA jayant, Batukrai, DODIYA, Prakash, Jagjivanbhai, PALIT, Gautam, CHATTERJEE, Manavi, GUPTA Shibani, Sen, AGARWAL, Ashok, Kumar, KHANNA, Vinay, Kumar
",India,Composition of the raw materials used ,Herbal extract, Casia tora,Anxiety disorders ,Y,29.01.2014,30.09.2010,"A61K 36/482 , A61P 25/22 "
126,PCT/CN2009/000134,WO2010/088786,02-06-2009,Herbal composition having cox-2 and Immune activites and preparation method thereof ,"Lin, Xiuying, Mou, Linxiang



",Individual,China," Lin, Xiuying, Mou, Linxiang",China,Composition of the raw materials used ,Powder, Labiatae,Immune activites,N,-,12.08.2010,"A61K 36/53, A61K 9/06,A61K 9/08, A61K 9/14,A61K 9/48 ,A61P 1/16,A61P 13/12 ,A61P 29/00,A61P 37/00 ,A61P 37/02,A61K 125/00"
127,PCT/IN2009/000324,WO2010/100652 ,06-05-2009,Ayurvedic formulation for treating coronary heart disease ,"Sharma, Anurag


",Individual,India," Dubey , G.P, RAJAMANICKMAN, G.V.
",India,Composition of the raw materials used ,A herbal formulation is caspulated or is form of syrup,"Commiphora mukul, Terminalia arjuna, Inula recemosa and Hippophae rhamonoides",Coronary heart disease ,Y,07.09.2016,10.09.2010,"A61K 36/328 , A61K 36/28 ,A61K 36/72 , A61K 36/185 ,A61P 9/00 "
128,PCT/US2009/059389,WO2010/040058,10-02-2009,Methods and formulations for treating Chronic liver disease," Zabrecky, George
",Individual,United States," Zabrecky, George Ridgefield",United States,Antioxidant formulations to treat the disease,Incorporating the formulation into food to be consumed," Salvia miltiorrhiza,Schisandra chinensis, Ganoderma lucidum,Picrorhiza kurroa", Chronic liver disease,N,02.12.2015,08.04.2010,"A61P 1/16 ,A61K 36/537 "
129,PCT/IB2009/053370,WO2010/023572,08-04-2009,Herbal extract as sensitivity enhancer towards Insulin and Antidiabetes ," PT. Dexa Medica


",Company,Indonesia,"Tijandrawinata, Raymond, R, SINAMBELA, James, M., Wulan, Deasy Diah Dwi Retno, MAYASARI, Olivia, PUSPASARI, Melissa
",Indonesia,Synergistically to strengthen pharmacological effect,"supplement, food, or beverage"," Lagerstroemia speciosa, Cinnamomum burmannii.",Insulin and antidiabetes,Y,04.05.2016,04.03.2010,"A61P 3/10,A61K 36/54 ,A61K 36/185 ,A61P 5/50 "
130,PCT/IN2009/000510,WO2010/032267,17-09-2009,A Herbal formulation for prevention and treatment of Diabetes and Associated complication ," Innoveda Biological Solutions (P) Ltd.

 ",Company,India,"Krishnan , G. Geetha,Patparganj",India,Composition of the raw material, tablets or capsules or granules or syrups or herbal health drink or inhalable herbal medicinal preparations or ocular preparations or transdermal absorbable preparations such as ointments / gels or injectable medicine.,"Emblica officinalis Gaertn. of the Euphorbiaceae Family, Species of herbs of the Genus Salacia of the of the Celastraceae family, Species Strychnos potatorum L. f. of the Strychnaceae family, Species Vetiveria zizanioides (L.) Nash of the Poaceae family, Species Curcuma longa L. of the Zingiberaceae family, Species of herbs of the Genus Aerva of the Amaranthaceae family, Species of herbs of the Genus Biophytum of the Oxalidaceae family, Species of herbs of the Genus Syzygium of the Myrtaceae family, Species Mangifera indica L. of the Anacardiaceae family, Species of herbs of the Genus Cyclea and/or the Genus Cissampelos of the Menispermaceae family, Species of herbs of the Genus Embelia of the Myrsinaceae family, Species of herbs of the Genus Cyperus of the Cyperaceae family, Species Terminalia chebula (Gaertn.) Retz. of the Combretaceae family, Species Centella asiatica (L.) Urban of the Apiaceae family and/or the Species Strychnos nux-vomica L. of the Strychnaceae family and/or the Species Butea frondosa Koen. ex Roxb. of the Papilionaceae family and/or the Species Acacia catechu (L.f.) WiIId. of the Mimosaceae family, Species Coscinium fenestratum (Gaertn.) Colebr. of the Menispermaceae family and/or the Species of herbs of the Genus Berberis of the Berberidaceae family, and species of herbs of the Genus Zizyphus of the Rhamnaceae family.",Diabetes,Y,05.08.2015,25.03.2010,"A61K 36/47 ,A61K 36/23 ,A61K 36/89 , A61K 36/37 ,A61K 36/48,  A61K 36/906 ,A61K 36/29, A61K 36/22 ,A61K 36/72,  A61K 36/59 ,A61K 36/899 "
131,10012348.8,EP000002324821A1,26-02-2002,Oral care compositions,Axiomedic Ltd.,Company,Gibraltar,"Domb, Avraham J,Wolnerman, Joseph Simcha",Israel,Therapeutically effective,"bioactive herb extracts, tinctures, essential oils","Gotu Kola, Echinacea, Salvia offinc., Hypericum, Myrrah, Camphoria, Uncaria, Elder, Plantago, Baptisia, Calendula, Phytolaca, Catechu black, Coneflower, Krameria, Tsuga, grape  extract, Rosmarinus, Styrax, Crataegus, Glycerrhiza, Angelica, Krameria, Matricaria, Mallow, Propolis, Sage, Barberine from hydrastis canadensis L. and other berberidaccae plant family, gentian from the gentianaceae family of plants, monoterpenes of three unsaturations, Taraxacum extract, Lonicera flower extract, Scutellaria  extract, Gardenia  extract, Pulsatilla extract, Pueraria  extract, Radix gentianae Longdancao",Oral mucosal tissue,Y,-,25.05.2011,A61K 9/00
132,9176301.1,EP000002324718B1,18-11-2009,Health tea and method for preparing the same,"Jang, Young-Sam",Individual,Korea,"Jang, Young-Sam",Korea,Economically feasible costs,Orally administered in form of tea,"Acanthopanax sessiliflorum, Cervi cornu, garlic, Cassia tora L., Rehmannia glutinosa, Cornus officinalis, Ganoderma lucidum, Schizandra chinensis Baill, Zizyphus jujuba var and Chinese yam", Chronic fatigue,N,21.03.2012,25.05.2011,A23F3/34
133,9176301.1,EP000002324718A1,18-11-2009,Health tea and method for preparing the same,"Jang, Young-Sam",Individual,Korea,"Jang, Young-Sam",Korea,Economically feasible costs,Orally administered in form of tea,"Acanthopanax sessiliflorum, Cervi cornu, garlic, Cassia tora L., Rehmannia glutinosa, Cornus officinalis, Ganoderma lucidum, Schizandra chinensis Baill, Zizyphus jujuba var and Chinese yam", Chronic fatigue,N,-,25.05.2011,A23F 3/34
134,PCT/KR2009/004346,WO2010/016711 ,08-04-2009,Aroma therapy patch ,"Nirapharm Co., Ltd.



",Company,Korea,"Joo, Hyun-Wook,BAEK, Sun-Min",Korea, Inexpensive and convenient manner.,Patch,-,-,Y,-,11.02.2010,A61K 9/70 
135,PCT/US2009/050661,WO2010/011541,15-07-2009,Topical Anti-Inflammatory combination ," Izun Pharmaceuticals Corporation
",Company,United States ," Levine , William, Zev, SAFFER, Aron, Jay,NUSSBAUM, Gabriel
",Israel,Composition of the raw material,"Periodically applying  lotion, gel, cream, ointment","Sambucus nigra, Centella asiatica or Echinacea purpurea",Anti -inflammatory ,Y,22.04.2015,28.01.2010,"A61K 36/35 ,A61P 17/00 ,A61K 36/23,  A61K 36/28,A61K 31/14  ,A61K 9/70 ,A61K 36/82  ,A61K 9/00,A61K 47/18 "
136,PCT/KR2009/003403,WO2009/157712,24-06-2009,"Crude drug composition for Cartilage regeneration , Pain suppression, and Edema suppression "," Viromed Co., Ltd.",Company,Korea," Kim, Sun Young, KIM, Seon-Hee",Korea,"Valuable medicine, a health-promoting food,  free from side effects such as toxicity",Food supplement ,"Amaranthaceae, Acanthopanax, cinnamon bark, Radix Gentianae Macrophyllae, Radix Clematidis, Angelicae Gigantis radix, Cnidium officinale, Gastrodia elata, safflower, Phlomis umbrosa, and Ledebouriella seseloides","Cartilage regeneration , pain suppression and edema suppression ",Y,25.05.2016,30.12.2009,"A61K 36/732  ,A61P 19/02"
137,PCT/KR2009/003403,WO2009/157712,24-06-2009,"Crude drug composition for Cartilage regeneration , Pain suppression, and Edema suppression "," Viromed Co., Ltd.",Company,Korea," Kim, Sun Young, KIM, Seon-Hee",Korea,"Valuable medicine, a health-promoting food,  free from side effects such as toxicity",Food supplement ,"Amaranthaceae, Acanthopanax, cinnamon bark, Radix Gentianae Macrophyllae, Radix Clematidis, Angelicae Gigantis radix, Cnidium officinale, Gastrodia elata, safflower, Phlomis umbrosa, and Ledebouriella seseloides","Cartilage regeneration , pain suppression and edema suppression ",Y,-,30.12.2009,A61K 36/732
